0	1.806210e+13
1	1.649900e+13
2	1.295772e+13
3	9.187921e+12
4	5.832292e+12
5	2.957180e+12
6	1.253396e+12
7	4.633022e+11
8	1.238694e+11
9	3.372866e+10
10	1.783317e+10
11	1.471056e+10
12	2.433319e+10
13	3.606814e+10
14	4.836631e+10
15	5.155416e+10
16	4.662522e+10
17	3.407395e+10
18	2.229979e+10
19	1.323372e+10
20	9.977046e+09
21	1.074804e+10
22	1.516564e+10
23	2.096155e+10
24	2.675157e+10
25	3.326099e+10
26	3.828913e+10
27	4.250715e+10
28	4.534413e+10
29	4.563365e+10
30	4.603035e+10
31	4.309246e+10
32	4.015183e+10
33	3.487280e+10
34	2.892125e+10
35	2.350908e+10
36	1.773590e+10
37	1.346102e+10
38	9.802030e+09
39	7.570546e+09
40	6.349368e+09
41	5.340567e+09
42	4.878488e+09
43	4.298625e+09
44	3.964992e+09
45	3.632123e+09
46	3.727743e+09
47	4.445012e+09
48	6.445148e+09
49	9.108894e+09
50	1.252657e+10
51	1.543226e+10
52	1.596906e+10
53	1.497936e+10
54	1.134409e+10
55	7.289058e+09
56	3.774358e+09
57	3.463860e+09
58	6.357827e+09
59	1.277274e+10
60	1.977240e+10
61	3.074481e+10
62	3.631719e+10
63	4.123082e+10
64	4.608653e+10
65	4.545160e+10
66	4.528079e+10
67	4.087773e+10
68	3.422686e+10
69	2.757531e+10
70	1.948858e+10
71	1.229089e+10
72	6.650891e+09
73	3.404776e+09
74	2.530898e+09
75	3.244725e+09
76	4.130272e+09
77	5.037753e+09
78	4.842654e+09
79	4.404080e+09
80	3.800367e+09
81	3.580687e+09
82	3.987276e+09
83	5.063849e+09
84	6.199580e+09
85	7.332898e+09
86	7.630399e+09
87	7.349732e+09
88	6.515246e+09
89	5.312608e+09
90	4.088799e+09
91	3.232823e+09
92	2.658935e+09
93	2.376259e+09
94	2.363997e+09
95	2.403618e+09
96	2.500179e+09
97	2.641929e+09
98	2.794492e+09
99	3.238291e+09
100	3.607110e+09
101	4.567295e+09
102	5.474629e+09
103	6.925812e+09
104	8.845584e+09
105	1.093631e+10
106	1.397413e+10
107	1.579358e+10
108	1.803814e+10
109	1.894378e+10
110	1.900728e+10
111	1.834487e+10
112	1.659576e+10
113	1.455313e+10
114	1.193270e+10
115	9.624841e+09
116	7.552931e+09
117	5.639457e+09
118	4.279244e+09
119	3.152438e+09
120	2.490519e+09
121	2.080363e+09
122	1.871159e+09
123	1.958600e+09
124	2.044682e+09
125	2.208161e+09
126	2.414827e+09
127	2.523003e+09
128	2.609029e+09
129	2.690653e+09
130	2.564351e+09
131	2.502912e+09
132	2.327918e+09
133	2.185493e+09
134	2.098064e+09
135	2.028749e+09
136	2.036159e+09
137	2.120836e+09
138	2.204799e+09
139	2.335733e+09
140	2.432962e+09
141	2.413284e+09
142	2.319132e+09
143	2.071305e+09
144	1.777938e+09
145	1.446028e+09
146	1.126866e+09
147	8.675236e+08
148	6.909008e+08
149	5.914189e+08
150	5.444228e+08
151	5.349008e+08
152	5.598713e+08
153	5.571871e+08
154	5.624934e+08
155	4.933002e+08
156	4.798556e+08
157	4.606934e+08
158	4.145240e+08
159	4.076590e+08
160	3.742237e+08
161	3.735527e+08
162	3.678103e+08
163	3.702394e+08
164	3.848080e+08
165	3.969000e+08
166	4.223813e+08
167	4.403605e+08
168	4.404883e+08
169	4.221286e+08
170	4.212317e+08
171	3.860305e+08
172	3.678346e+08
173	3.364965e+08
174	3.209112e+08
175	3.015866e+08
176	2.804333e+08
177	2.797071e+08
178	2.764410e+08
179	2.815227e+08
180	2.815712e+08
181	2.950379e+08
182	2.999812e+08
183	3.085491e+08
184	3.207373e+08
185	3.295405e+08
186	3.421237e+08
187	3.496306e+08
188	3.440010e+08
189	3.421567e+08
190	3.299041e+08
191	3.150069e+08
192	2.915595e+08
193	2.667449e+08
194	2.543894e+08
195	2.415180e+08
196	2.347321e+08
197	2.350179e+08
198	2.409112e+08
199	2.532056e+08
