0	3.763596e+13
1	3.441050e+13
2	2.708635e+13
3	1.925962e+13
4	1.225471e+13
5	6.205595e+12
6	2.590931e+12
7	9.042476e+11
8	1.933049e+11
9	2.603303e+10
10	9.739283e+09
11	1.056729e+10
12	4.948183e+09
13	9.130122e+08
14	8.395011e+08
15	2.061366e+09
16	2.564415e+09
17	2.200554e+09
18	2.557033e+09
19	3.494179e+09
20	4.728208e+09
21	5.463952e+09
22	5.459427e+09
23	4.966048e+09
24	4.364150e+09
25	3.631978e+09
26	3.242199e+09
27	3.176159e+09
28	3.188877e+09
29	3.284960e+09
30	3.449041e+09
31	3.770009e+09
32	4.132532e+09
33	4.156108e+09
34	4.026233e+09
35	3.800871e+09
36	3.535113e+09
37	3.095894e+09
38	2.990675e+09
39	2.909087e+09
40	3.029768e+09
41	3.202005e+09
42	3.628296e+09
43	3.520703e+09
44	3.593303e+09
45	3.514665e+09
46	3.532973e+09
47	3.423748e+09
48	3.097075e+09
49	2.938732e+09
50	2.756327e+09
51	2.894223e+09
52	2.726035e+09
53	2.649325e+09
54	2.675656e+09
55	2.873196e+09
56	2.803451e+09
57	2.865617e+09
58	3.223404e+09
59	3.151264e+09
60	2.981194e+09
61	2.296579e+09
62	1.753663e+09
63	1.633074e+09
64	2.328244e+09
65	3.975390e+09
66	6.630731e+09
67	9.497808e+09
68	1.201024e+10
69	1.276759e+10
70	1.190685e+10
71	9.871195e+09
72	6.995296e+09
73	3.810754e+09
74	1.635222e+09
75	6.895011e+08
76	8.429807e+08
77	1.725314e+09
78	2.642352e+09
79	3.392456e+09
80	3.516321e+09
81	3.187907e+09
82	2.647509e+09
83	1.938532e+09
84	1.343781e+09
85	1.013253e+09
86	8.344542e+08
87	8.213028e+08
88	8.735095e+08
89	1.007114e+09
90	9.954323e+08
91	1.002708e+09
92	9.558600e+08
93	8.966010e+08
94	8.193730e+08
95	7.286010e+08
96	6.572226e+08
97	5.861826e+08
98	5.446539e+08
99	4.607670e+08
100	4.241064e+08
101	3.500013e+08
102	3.037851e+08
103	2.622606e+08
104	2.264410e+08
105	2.115188e+08
106	2.117502e+08
107	2.190574e+08
108	2.255372e+08
109	2.358137e+08
110	2.669131e+08
111	2.452555e+08
112	2.551774e+08
113	2.537783e+08
114	2.684878e+08
115	2.711333e+08
116	2.678433e+08
117	2.688044e+08
118	2.859701e+08
119	2.861958e+08
120	2.812462e+08
121	2.749983e+08
122	2.602888e+08
123	2.669276e+08
124	2.467740e+08
125	2.522678e+08
126	2.443321e+08
127	2.371883e+08
128	2.508701e+08
129	2.345989e+08
130	2.420801e+08
131	2.355647e+08
132	2.437847e+08
133	2.607215e+08
134	2.810684e+08
135	3.314223e+08
136	3.691873e+08
137	3.943347e+08
138	4.123956e+08
139	4.079686e+08
140	3.677115e+08
141	3.264010e+08
142	2.722412e+08
143	2.325958e+08
144	1.971535e+08
145	1.839831e+08
146	1.772425e+08
147	1.668358e+08
148	1.557931e+08
149	1.392165e+08
150	1.253225e+08
151	1.074813e+08
152	9.808477e+07
153	8.645222e+07
154	8.226157e+07
155	7.737865e+07
156	7.788424e+07
157	8.034733e+07
158	8.605645e+07
159	8.997855e+07
160	9.884787e+07
161	1.015611e+08
162	9.696862e+07
163	9.124691e+07
164	7.985538e+07
165	7.641481e+07
166	6.488380e+07
167	5.723504e+07
168	5.070343e+07
169	4.689023e+07
170	4.319995e+07
171	3.837652e+07
172	3.862646e+07
173	4.092684e+07
174	4.243518e+07
175	4.487046e+07
176	4.674672e+07
177	5.220257e+07
178	5.531388e+07
179	5.638810e+07
180	5.742605e+07
181	5.641176e+07
182	5.552979e+07
183	5.350593e+07
184	5.342990e+07
185	5.194938e+07
186	5.363591e+07
187	5.588080e+07
188	5.784726e+07
189	5.864400e+07
190	5.846827e+07
191	5.382064e+07
192	4.784067e+07
193	3.950365e+07
194	3.112632e+07
195	2.561024e+07
196	2.361550e+07
197	2.465316e+07
198	2.795846e+07
199	3.194206e+07
